CONCESIONARIO,ID LOCALIDAD,DIRECCION,NOMBRE,FECHA VIG,LONGITUD,LATITUD
,9,KR 85C 25D 25,LUCILA AMAYA DE B,Feb-22,-74.120999294,4.674778073
,9,CL 25B 85B 09,SANTOS EDUARDO GARCIA,Feb-22,-74.121479189,4.673147279
,8,AK 80 53 SUR 23,ANA MOJICA,Feb-22,-74.17292192,4.6158850040001
,8,KR 68M 36 SUR 25,MAGDALENA BERNAL,Feb-22,-74.136980728,4.609695061
,8,KR 69C 31 SUR 63,SALSAMENTARIA SAN MARTIN LTDA SALSAMENTARIA SAN MARTIN LTDA,Feb-22,-74.137523213,4.613812942
,8,KR 70B 22 SUR 51,LIBARDO SEGURA ORTIZ,Feb-22,-74.133775227,4.617341352
,8,AC 11 68 05,COLSUBSIDIO,Feb-22,-74.120358421,4.634352735
,8,CL 9 68 25 PI 2,U.JORGE TADEO LOZANO,Feb-22,-74.122240641,4.6307551510001
,9,KR 81 24C 30,B RODRIGUEZ,Feb-22,-74.119672352,4.6689447580001
,8,CL 57B SUR 79 24,REINALDO SEGURA BECERRA,Feb-22,-74.175064618,4.6106493620001
,8,CL 3 78G 50,MAZUERA AYA CIA,Feb-22,-74.1473568,4.628930237
,9,KR 120 17 62,FLOR MAGDALENA PULIDO CA?ON,Feb-22,-74.157030126,4.6858066230001
,8,KR 68A 38H SUR 40,PABLO ROBLES,Feb-22,-74.136451891,4.5995395860001
,8,KR 86F 34A SUR 23,BERTHA DE GONZALEZ,Feb-22,-74.162246211,4.637142356
,8,KR 69 BIS 37B SUR 40,CLARA GARZON,Feb-22,-74.139753419,4.610183004
,8,AC 13 68B 11,SOC C AUT DIESEL,Feb-22,-74.120662167,4.6386108840001
,8,KR 72D 38B SUR 75,SAMUEL GAITAN RODRIGUEZ,Feb-22,-74.141979456,4.6081810060001
,8,KR 72C 7C 59,MARIA LUCRECIA ARDILA,Feb-22,-74.138945,4.636345993
,9,CL 16 68D 69,INVERSIONES ASSIEL SAS INVERSIONES ASSIE,Feb-22,-74.121556394,4.6427383760001
,8,CL 35 SUR 69A 53,MARCO A NU?EZ BENITEZ,Feb-22,-74.137665332,4.6125173850001
,8,TV 78C 6D 27,JAZMIN MEJIA U,Feb-22,-74.146044928,4.63394942
,8,CL 57A SUR 80H 07,NUBIA CA?ON,Feb-22,-74.177590494,4.6148305300001
,8,KR 68G BIS 26 SUR 15 LC 102,ADONAI PABON QUIJANO,Feb-22,-74.132291268,4.6111189820001
,8,KR 68N 36 SUR 03,JUAN DE JESUS BARRERO ALARCON,Feb-22,-74.137193133,4.610231315
,8,CL 24 SUR 69C 44,ROSALBINA RUBIANO,Feb-22,-74.133713023,4.6161430170001
,8,AK 68 38H SUR 05 PI 1,MARIELA TIBAQUIRA,Feb-22,-74.13545017,4.599631424
,8,KR 72F 39 SUR 22,CONSEJO DE MOYANO,Feb-22,-74.14242859,4.607591524
,9,KR 120 17C 36 LC 1,ANTONIO M HERNANDEZ,Feb-22,-74.156492356,4.686246221
,8,KR 69C 21 SUR 63,RESISTENCIAS E S.,Feb-22,-74.132231327,4.6166768360001
,8,CL 52A SUR 80A 06,MARIA ELCY BOCANEGRA,Feb-22,-74.173247026,4.6167744680001
,9,AC 22 93 52,FABIO ALFONSO ZAMORA MARTIN,Feb-22,-74.133853179,4.6698372650001
,9,KR 120 17F 90,ROSEBEL TORRES A,Feb-22,-74.155230771,4.687258297
,8,KR 69 31 SUR 66,CARLOS EMIRO FLORIAN SALINAS,Feb-22,-74.135009245,4.612011883
,9,AC 26 98 43,FESTO LTDA FESTO LTDA,Feb-22,-74.1286,4.6872000000001
,9,AC 26 98 43 BG 3,B FIRMENICH S.A.,Feb-22,-74.1286,4.6872000000001
,8,KR 69C 24 SUR 36,OSCAR ANTONIO MULFORD,Feb-22,-74.13398199,4.615600702
,9,KR 111A 22F 41,NORBERTO ESPA?OL V,Feb-22,-74.146939243,4.684669897
,8,TV 78H BIS 48A SUR 20,BENEDICTO SILVA P,Feb-22,-74.16630427,4.6143488590001
,8,KR 72H 37D SUR 04,PEDRO PABLO MORENO,Feb-22,-74.141426316,4.6108039920001
,8,KR 70B 24B SUR 35,COLEGIO CARLOS ARANGO V?LEZ,Feb-22,-74.135943659,4.616169843
,8,KR 68M 37D SUR 88 LC 1,YESID MORENO TRIANA,Feb-22,-74.139745577,4.608059538
,8,KR 71C 8 SUR 43,JOSE D BERNAL,Feb-22,-74.136744177,4.6171200580001
,8,KR 87 5A SUR 27,RAFAEL CRUZ L,Feb-22,-74.160387157,4.6394839320001
,8,CL 56A SUR 79C 24,JUAN JOSE GONZALEZ CASTRO,Feb-22,-74.174403295,4.612363659
,8,KR 88 38A SUR 28,BALTAZAR HERNANDEZ,Feb-22,-74.166047192,4.6378887760001
,8,CL 38 SUR 86A 09,LUIS A GUZMAN,Feb-22,-74.16337823,4.6348126350001
,8,CL 38C SUR 87 09,TERESA ROJAS DE ROJAS,Feb-22,-74.16510155,4.635649345
,8,CL 36 SUR 72J 14,PEDRO P ALBA,Feb-22,-74.140812322,4.6155935090001
,9,AC 22 81D 28,MAZUERA VILLEGAS Y CIA S.A MAZUERA VILLE,Feb-22,-74.128194247,4.6640503360001
,9,KR 82 22 28,LILIA A SCARPETTA HURTADO,Feb-22,-74.128120909,4.664163418
,8,CL 33 SUR 87A 09,PLINIO JOSE ROMERO REYES,Feb-22,-74.16193403,4.6386644790001
,8,KR 87I 37 SUR 06,ASOCIACION VOL.VIC.C ASOCIACION VOL.VIC.,Feb-22,-74.165007418,4.6382306240001
,8,KR 69 37D SUR 20,ARNALDO CELY,Feb-22,-74.139713395,4.609455581
,8,CL 34 BIS SUR 86F 26,PEDRO ALONSO SANDOVAL BAEL,Feb-22,-74.161920732,4.6374261500001
,8,KR 87 5B SUR 29,YURI CARMONA CESPEDES,Feb-22,-74.160591685,4.6393003420001
,8,CL 8A BIS 75 12,RAFAEL G NEIRA,Feb-22,-74.140010013,4.6395765460001
,8,TV 72C BIS 44 SUR 03,PEDRO J BALLESTEROS,Feb-22,-74.147325559,4.601015837
,8,TV 78H 43A SUR 26,JOSE TOBIAS SOSA PINZON,Feb-22,-74.163425035,4.6147940500001
,8,CL 9 68 33,CONST LOS ALPES,Feb-22,-74.12235298,4.630821434
,8,KR 68C 11 45,ANGEL M BLANCO,Feb-22,-74.122688299,4.635890654
,8,KR 87 5A SUR 08,BLANCA C RAMIREZ,Feb-22,-74.160264013,4.6394250240001
,8,CL 42 SUR 78C 17,JESUS A RAMIREZ,Feb-22,-74.158909911,4.6142070240001
,9,KR 100 18 62,PIERINO CORRADO BELTRAN,Feb-22,-74.144077875,4.674227128
,8,CL 45 SUR 78K 09,EMETERIO VIVAS,Mar-22,-74.165175619,4.61584272
,8,CL 35A SUR 72M 04,JORGE A BARRERA,Mar-22,-74.143033992,4.6177687910001
,8,CL 5A SUR 87C 40,REINEIRO DEL CARMEN ALVAREZ,Mar-22,-74.160672389,4.640150815
,8,KR 69 BIS 31 SUR 26,JORGE ESPITIA P,Mar-22,-74.13551991,4.612478351
,8,CL 50 SUR 77P 61,ARGEMIRO PINTO,Mar-22,-74.166736505,4.6078217520001
,9,TV 124 17 97,PRODUCTOS QUIMICOS PRODUCTOS QUIMICOS,Mar-22,-74.158643258,4.690240369
,8,CL 39 SUR 68K 01,SAUL PI?A PI?EROS .,Mar-22,-74.140432286,4.605852268
,8,KR 86G 0 97,ELBA H DE PE?A,Mar-22,-74.159185461,4.6401006610001
,8,KR 69A 23 SUR 31,PEDRO P ALEJO,Mar-22,-74.132641899,4.6148724930001
,8,TV 68F 34 SUR 82,JOSE FERNANDO SANCHEZ DIAZ,Mar-22,-74.134433293,4.606963138
,8,CL 35A SUR 72M 16,JULIO GUILLERMO LANCHEROS LANCHEROS,Mar-22,-74.143084107,4.6178341100001
,9,KR 82 22C 23,MAZUERA VILLEGAS Y CIA S.A MAZUERA VILLE,Mar-22,-74.127025352,4.665575265
,9,KR 75 24C 25,JUAN DE J GAITAN,Mar-22,-74.118494534,4.6676286540001
,8,CL 6 BIS 79B 02,RAQUEL AGUJA RIVERA,Mar-22,-74.150330319,4.634270251
,8,KR 69C 21 SUR 80,INVERSIONES DUO M&A S A S,Mar-22,-74.132344427,4.6164738630001
,8,KR 70B 25 SUR 04 PI 1,MARCO A PARDO,Mar-22,-74.136159383,4.6159075790001
,9,KR 68D 13 76,TIMOTEO RUSSI M,Mar-22,-74.121129797,4.640907504
,8,KR 78P 56C SUR 08,RAFAEL MARIA AVILA AREVALO,Mar-22,-74.174024665,4.6109668400001
,8,AC 26 SUR 68D 50,AMPARO OTERO,Mar-22,-74.131230009,4.610805817
,8,KR 73 36A SUR 50,DANIEL VELAZQUEZ DANIEL VELAZQUEZ,Mar-22,-74.14601395,4.617810999
,8,TV 78P 50 SUR 78,EMMA FONTECHA,Mar-22,-74.169460229,4.614460631
,8,CL 38 SUR 72K 33,IRMA DE PE?A,Mar-22,-74.144278194,4.6128039240001
,8,KR 68A 37 SUR 75 LC 1,OBDULIO TORRES G,Mar-22,-74.13413344,4.6034583200001
,8,CL 6A 69C 56,FILADELFO SIERRA A,Mar-22,-74.129832251,4.6302098040001
,8,CL 38A SUR 86F 18,AMPARO SUAREZ GARZON,Mar-22,-74.164233058,4.635664762
,8,KR 86F 36 SUR 16,LEVIS DUARTE M,Mar-22,-74.163166159,4.636276389
,8,CL 5A SUR 86D 55,ANTONIO CABALLERO,Mar-22,-74.160058111,4.6391447660001
,8,CL 35 SUR 72L 67,CARLOS E DULCE F,Mar-22,-74.142415337,4.617915661
,8,KR 78H 57D SUR 32,LUIS J RIA?O,Mar-22,-74.173719793,4.607814095
,8,KR 78H 57A SUR 04,ANA FONSECA GUERRERO,Mar-22,-74.172764551,4.608615285
,8,KR 78H 56A SUR 36,LUIS E PINZON,Mar-22,-74.171970209,4.609271188
,8,KR 78H 56B SUR 26,LUIS J RIA?O,Mar-22,-74.172377414,4.608931636
,8,CL 38 SUR 86F 58,GRUPO CBC S A,Mar-22,-74.16410487,4.636193446
,9,CL 22D 120 19,ENVASES DIANA ENVASES DIANA,Mar-22,-74.153776315,4.6908097420001
,8,AK 72 6D 08,JACINTO R REYES,Mar-22,-74.137364781,4.6322008660001
,9,CL 20 68 61,TEXELI SAS,Mar-22,-74.112725951,4.644294336
,8,KR 77Y 48 SUR 38,PEDRO SIMON MORENO FERNANDEZ,Mar-22,-74.165295802,4.6105059700001
,8,KR 70B 31 SUR 18,JHON FREDY GONZALEZ ALVARADO,Mar-22,-74.137470362,4.6151959390001
,8,CL 3A 71A 08,CARLOS E PORRAS,Mar-22,-74.133822821,4.62595242
,9,CL 19 69B 88,INDUSTRIAS VANYPLAS S.A INDUSTRIAS VANYP,Mar-22,-74.121266137,4.6499854110001
,8,KR 69 BIS 37B SUR 58,MARIA SILVIA AMAYA AMAYA DE RODRIGUEZ,Mar-22,-74.140009625,4.610058865
,9,KR 69B 15A 42,CURT PETER LUEPKE,Mar-22,-74.12308839,4.6445779640001
,8,CL 42 SUR 78A 22,NESTOR A. PINILLA.C .,Mar-22,-74.158508822,4.613841478
,8,CL 39 SUR 68H 14,JUSTINIANO MARI?O C,Mar-22,-74.139509837,4.6045390910001
,8,CL 35B SUR 72Q 72,VICENTE R RUSSI,Mar-22,-74.144555954,4.618643903
,8,KR 69B 26 SUR 25 PI A,JORGE A RENGIFO,Mar-22,-74.135739521,4.6140156020001
,9,KR 68D 18A 72,MOSCOSO HURTADO Y CIA SC MOSCOSO HURTADO,Mar-22,-74.11690669,4.645298992
,9,CL 18 115A 27 AP 101,EDUARDO LOPEZ SANCHEZ,Mar-22,-74.153383075,4.6842351560001
,8,KR 87I 0 72,EDGAR A BOHORQUEZ,Mar-22,-74.160891571,4.641623125
,8,KR 78P 45 SUR 16,FLAMINIO AREVALO,Mar-22,-74.165673177,4.616887638
,8,KR 78 41G SUR 21,SONIA CASTRO TORRES,Mar-22,-74.157695463,4.6135838550001
,8,KR 68A 39F SUR 68,CARMEN DE MORENO,Mar-22,-74.137250848,4.598311977
,8,KR 80B 45 SUR 34,JOSE S TRIANA,Mar-22,-74.167384903,4.6206564670001
,8,CL 45 SUR 72J 37,MIGUEL RAMIREZ,Mar-22,-74.151384477,4.6035331840001
,8,CL 38 SUR 87D 06,MARIA LUISA MARI?O DE CELY,Mar-22,-74.164850514,4.637182731
,8,KR 87 26 SUR 65,SEGUNDO L DIAZ B,Mar-22,-74.161379852,4.638607967
,8,KR 87 1 SUR 24,CRISTOBAL ALVAREZ,Mar-22,-74.160071129,4.639598516
,9,CL 22B 126 02,COLOMBIANA DE FRENOS COLOMBIANA DE FRENO,Mar-22,-74.15604278,4.692702761
,9,KR 99 20 18,BANCO DE OCCIDENTE,Mar-22,-74.142375292,4.6744810390001
,8,CL 42 SUR 78B 42,HERNANDO MARTINEZ,Mar-22,-74.158685305,4.6141001290001
,9,CL 22A 98A 76 LC 1,RUDESINDO ROMERO G,Mar-22,-74.140112949,4.6765721090001
,9,CL 19 99 56,M DE J SUAREZ,Mar-22,-74.143579929,4.6744493160001
,9,KR 100 23D 07,MARIA NURIA LAS PLASAZ ORTIZ,Mar-22,-74.136598796,4.679659153
,8,CL 56A SUR 78K 21,JOSE SINIBALDO GAMBOA PARRA,Mar-22,-74.172599311,4.6101815220001
,8,KR 87 26 SUR 26,ANGEL MARIA CHACON APONTE,Mar-22,-74.161041627,4.6387330960001
,8,KR 72M 40F SUR 18,COOP EDUC TIMIZA,Mar-22,-74.150498198,4.6088676410001
,9,CL 19A 69B 74,INVERSIONES AMERICA LTDA INVERSIONES AME,Mar-22,-74.12071801,4.650484099
,8,CL 37B SUR 68F 35,PROM BOGOTA,Mar-22,-74.13637659,4.605459441
,8,CL 57B SUR 80 37,JUAN GONZALEZ,Mar-22,-74.177008577,4.612719457
,8,CL 3 72D 13,URB ANDINA LTDA,Mar-22,-74.140882914,4.62597221
,9,AK 68 19 51 LC 1,PARTICON LTDA PARTICON LTDA,Mar-22,-74.112353985,4.644007043
,9,AK 68 19 53 LC 1,PARTICON LTDA PARTICON LTDA,Mar-22,-74.112353985,4.644007043
,9,AK 68 19 63 LC 1,PARTICON LTDA PARTICON LTDA,Mar-22,-74.112353985,4.644007043
,9,AK 68 19 69 LC 1,PARTICON LTDA PARTICON LTDA,Mar-22,-74.112353985,4.644007043
,9,AK 68 19 99,PARTICON LTDA PARTICON LTDA,Mar-22,-74.112353985,4.644007043
,8,KR 69A 31 SUR 19,INDUSTRIS PLASTICAS BOHORQUEZ EMPRESA UNIPERSONAL,Mar-22,-74.135878908,4.613130658
,8,CL 9 68 89,DIAZ TRIANA Y CIA,Mar-22,-74.12313935,4.6312854170001
,9,CL 22I 108 37,LAVANDERIA METROPOLITANA LAVANDERIA METROPOLITANA,Mar-22,-74.145035728,4.682889028
,8,KR 79 50 SUR 04,ISIDRO SANCHEZ,Mar-22,-74.169153946,4.614871705
,8,CL 42H SUR 78F 75,SIDAUTO S A,Mar-22,-74.161179159,4.6136518160001
,8,CL 5A SUR 87C 32,ALEIDA QUINTIAN MARIN,Mar-22,-74.160653904,4.640130524
,9,KR 100 18 44,MANUEL SIERRA R,Mar-22,-74.144153374,4.6741372760001
,8,CL 51A SUR 78I 05,BALDOMERO TOLE,Mar-22,-74.168906269,4.6122725770001
,8,KR 87I 33 SUR 51,AUGUSTO LEAL M,Mar-22,-74.163076863,4.6398644920001
,9,KR 100 22J 02,ANA LUCIA SOLANO G,Mar-22,-74.138939094,4.6781286190001
,9,KR 100 23J 26,JOSEFINA CASAS DE ZEA,Mar-22,-74.134389039,4.680946883
,8,CL 3 73 35,MARIA C HERNANDEZ,Mar-22,-74.141452546,4.6260266580001
,9,CL 20 68 43 LC 1,COOMULTRASAN LTDA COOMULTRASAN LTDA,Mar-22,-74.112353985,4.644007043
,9,CL 20 68 47,PARTICON LTDA PARTICON LTDA,Mar-22,-74.112353985,4.644007043
,8,CL 38 SUR 86F 22,JAYDIR GORDILLO CARRILLO,Mar-22,-74.163958606,4.6359980020001
,8,KR 69 BIS 36 SUR 46,NESTOR ALEJANDRO ROSAS Z,Mar-22,-74.138370909,4.610941129
,9,CL 22J 113A 23,LUIS ENRIQUE RINCON PULIDO,Mar-22,-74.147066818,4.6871416500001
,8,AK 80 46 SUR 26,ALFONSO RODRIGUEZ R,Mar-22,-74.167961761,4.6195507470001
,8,CL 45 SUR 78I 09,LUIS JESUS CASTELLANOS,Mar-22,-74.164983415,4.6155056980001
,8,KR 81C 46 SUR 30,JOSE LUIS RESTREPO HENAO,Mar-22,-74.170364499,4.6227593990001
,9,CL 25D 95A 60,SILVIO CARDENAS CEBALLOS,Mar-22,-74.124702585,4.680447939
,9,CL 17 106 24,JULIO BERNAL,Mar-22,-74.149138605,4.6771134330001
,9,KR 100 21 21 PI 1A,UVE LTDA UVE LTDA,Mar-22,-74.141594889,4.676525311
,8,CL 48A SUR 78 15,ANA I DE MELGAREJO,Mar-22,-74.165626798,4.610845344
,9,CL 17 96H 28,METROPOLITANA DE TRANSPORTE METROPOLITAN,Mar-22,-74.14342832,4.670425482
,8,KR 68N 37D SUR 66,MARIA E ARIAS DE PARADA,Mar-22,-74.140024624,4.6085380910001
,9,CL 24D 80C 30,JUAN DE J GAITAN,Mar-22,-74.119340984,4.669126619
,9,KR 99 18 04,ALVARO PALACIOS ALVARO PALACIOS,Mar-22,-74.143843636,4.6732471570001
,9,CL 24D 80C 26 PI 1,JUAN DE J GAITAN,Mar-22,-74.119276,4.668886
,9,KR 104 20 17,FELICITA RODRIGUEZ DE GUERRERO,Mar-22,-74.144745998,4.677500776
,8,CL 2A 70A 52,LUIS A CESPEDES,Mar-22,-74.132008349,4.6239071480001
,9,KR 100 20 45,NEFTALI MARULANDA,Mar-22,-74.142928638,4.675658705
,9,KR 102A 25D 88,JOSE DEL C VANEGAS L,Mar-22,-74.132005104,4.6874563430001
,9,KR 99 20B 40,MARGARITA TOVAR DE GONZALEZ,Mar-22,-74.14161562,4.675115153
,9,AC 26 75 93,3M COLOMBIA S.A 3M COLOMBIA S.A,Mar-22,-74.116858086,4.6721234670001
,8,KR 70 24 SUR 62,ANTONIO M MUNAR,Mar-22,-74.131947494,4.618234704
,8,CL 12 BIS 71D 65,FRANCISCO CAITA,Mar-22,-74.130098555,4.643571122
,8,KR 72B 7A 30,SUPER CONSTRUCC,Mar-22,-74.138642074,4.6346512230001
,8,KR 87C 35B SUR 31,LUIS G CARRERO SALAZAR,Mar-22,-74.164083351,4.637420132
,8,KR 86F 34 SUR 45,SALVADOR LOPEZ GUERRERO,Mar-22,-74.161812856,4.637472964
,8,KR 68M 36 SUR 36,FRANCISCO ALFONSO BABATIVA MARTIN,Mar-22,-74.136967155,4.609557855
,8,CL 6A 71B 46,NACIONAL DE INVER,Mar-22,-74.134766777,4.6307168710001
,8,CL 6A 71B 04,NACIONAL DE INVER,Mar-22,-74.134268276,4.6306760030001
,8,CL 6A 71B 86,MARIA I BELTRAN,Mar-22,-74.13524154,4.630755794
,8,KR 78I BIS 50 SUR 91,ELEAZAR OSPINA,Mar-22,-74.168854293,4.6125011990001
,8,CL 38B SUR 78 50,CARABANA Y CIA,Mar-22,-74.151574207,4.620502131
,8,KR 78J 51A SUR 12,ALBERTO AREVALO,Mar-22,-74.16901141,4.6124319460001
,8,KR 83 47B SUR 13,SAMUEL GAMA,Mar-22,-74.173502839,4.625382748
,9,CL 17A 98 65,JOSE A SERNA H,Mar-22,-74.144768806,4.6721813150001
,9,KR 100 24 60,PARROQUIA SAN JOSE PARROQUIA SAN JOSE,Mar-22,-74.133408085,4.6814201720001
,8,KR 72M BIS A 45 SUR 29,EFRAIN MONTA?EZ,Mar-22,-74.15331069,4.604031494
,9,CL 23F 98 55,VISITACION SUAREZ,Mar-22,-74.136316268,4.679183402
,8,AK 80G 2 68,DARIO FLOREZ,Mar-22,-74.154874364,4.6343471750001
,8,KR 78P 56C SUR 28 LC 1,ARQUIMEDES RIVERA,Mar-22,-74.174259664,4.61075064
,9,KR 102A 25D 40,ASEA DE COLOMBIA LTDA ASEA DE COLOMBIA L,Mar-22,-74.132087371,4.686912079
,9,AK 103 25D 24,SOCIEDAD B FACCINI Y CIA SOCIEDAD B FACC,Mar-22,-74.13248378,4.6873816880001
,8,AC 3 68F 21,DELIA GAITAN,Mar-22,-74.128382803,4.6247232110001
,9,CL 22H 102 30,LEONOR GARCIA DE CALDERON,Mar-22,-74.140662131,4.678845467
,9,KR 100 20C 11 PI 1,MIGUEL VALENCIA,Mar-22,-74.142156445,4.6760287770001
,8,AK 80 48A SUR 15,CORPORACION COLMENA,Mar-22,-74.169553883,4.618369592
,8,KR 69A 21A SUR 15,RODRIGO BARBOSA,Mar-22,-74.131572494,4.6154738920001
,9,CL 17 97 48 PI 1,JAIRO RAMON PAEZ P,Mar-22,-74.144224467,4.671299332
,9,CL 20D 96G 90,U DEVIA MENDOZA,Mar-22,-74.139066178,4.6732538110001
,8,KR 69A 34 SUR 37 LC 1,EFRAIN A MORALES,Mar-22,-74.137153059,4.612438244
,8,CL 54 SUR 80J 31,MARIA A BOHORQUEZ L,Mar-22,-74.175599177,4.618005236
,9,KR 103A 20 01,JAIME LAVERDE,Mar-22,-74.144289316,4.6768011200001
,8,AC 8 76 08,ADOLFO CANGREJO GONZALEZ,Mar-22,-74.140735837,4.637989686
,9,CL 18A 69 10,COMPA?IA INMOBILIARIA EL CONDOR S.A COMP,Mar-22,-74.119503554,4.646813933
,9,CL 18A 68D 48,TROQUELES RC LTDA TROQUELES RC LTDA,Mar-22,-74.118441521,4.645933536
,8,CL 46 SUR 81C 27,LUIS EDUARDO HERRERA LOPEZ,Mar-22,-74.170528915,4.6231138680001
,9,CL 25C BIS B 96 25,COOTRAGASIN COOTRAGASIN,Mar-22,-74.127239143,4.6818956860001
,8,CL 45 SUR 72J 15,GIOVANNI RODRIGUEZ RODRIGUEZ,Mar-22,-74.151299783,4.603503619
,9,KR 80A BIS 22D 56,LUIS ALVARO GARCIA,Mar-22,-74.123777961,4.66335724
,8,KR 86F 34A SUR 06 PI 1,LAUREANO CIFUENTES,Mar-22,-74.162125454,4.637076477
,9,AC 24 96K 19,MARIA LUISA CHAVEZ DE BRITELL,Mar-22,-74.132626824,4.6796045780001
,8,KR 68N 36 SUR 51,CROMATEC LTDA,Mar-22,-74.137891826,4.6098471080001
,9,CL 25D 99 31,FANNY RODRIGUEZ .,Mar-22,-74.130538503,4.6850534380001
,9,AC 22 96G 90,JULIO C PATI?O,Mar-22,-74.138399025,4.6743899750001
,8,AC 26 SUR 68I 07,JOSE DIDIER SANTA NIETO,Mar-22,-74.133513346,4.611831017
,8,KR 79 49 SUR 60,RAUL SUESCUN BASTOS,Mar-22,-74.168497624,4.61534283
,8,KR 86F 37A SUR 13,GABRIELINA MORENO,Mar-22,-74.16371557,4.636021037
,9,KR 69B 18A 10,JOSE STELLABATI,Mar-22,-74.120622435,4.6477421490001
,8,KR 78 58 SUR 03,LUIS C SARMIENTO,Mar-22,-74.174617589,4.605950966
,8,CL 5A SUR 88 05,JOSE GUILLERMO PARRA,Mar-22,-74.16184834,4.641257727
,8,KR 69 BIS 37B SUR 07 PI 1,MARIA MARGEN ARDILA L,Mar-22,-74.139387648,4.6105440060001
,9,CL 19 69B 06,INDUSTRIAS HACEB S.A,Mar-22,-74.120306977,4.649184748
,8,CL 37B SUR 72K 27,LUCINDA PI?EROS BERMUDEZ,Mar-22,-74.143110096,4.614126299
,8,CL 51 SUR 78L 79,ANA CILIA PERALTA .,Mar-22,-74.169689753,4.6141032410001
,8,KR 78 8A 45,CARULLA Y CIA S A,Mar-22,-74.141024111,4.639700792
,9,CL 23D 106 36,ARQUIDIOCESIS DE BOGOTA ARQUIDIOCESIS DE,Mar-22,-74.140717489,4.684699069
,8,KR 86F 33 SUR 10,ROBERTO CA?ON A,Mar-22,-74.161164332,4.6378643040001
,8,KR 70A 5C 32 LC 1,SOC URB GUADALUPE,Mar-22,-74.131253527,4.6291011430001
,8,KR 87 1 33,BUENAVENTURA CUADROS,Mar-22,-74.159610326,4.6401821330001
,8,CL 34 SUR 68N 29,JOSE A ACOSTA,Mar-22,-74.136177852,4.61093942
,8,CL 7B 69C 26,CONCEPCION MOTTA,Mar-22,-74.129163182,4.632528232
,9,AK 97 22A 32,A AMEZQUITA,Mar-22,-74.138603346,4.6753096540001
,8,AC 26 SUR 68I 37 LC 1,JULIO E VILLAMIL,Mar-22,-74.133768795,4.612020232
,9,CL 22K 100 67,JAZMIN ALCIRA PENADE ESPINOSA,Mar-22,-74.139204771,4.6789686600001
,8,KR 68I 39F SUR 05,LUIS A RATIVA,Mar-22,-74.141464802,4.6031446540001
,8,KR 69C 24 SUR 57 PI 3,TROQUELADOS AMERICA,Mar-22,-74.13425525,4.615596915
,9,KR 103A 18 01,OCTAVIO SALAZAR,Mar-22,-74.14578379,4.67549754
,9,KR 100 16H 77,JUAN DAVID ROSALES RODRIGUEZ,Mar-22,-74.147375827,4.672095894
,9,KR 98 18 60,A ARENAS,Mar-22,-74.142771712,4.672644309
,9,KR 100 22A 11,ALFONSO FERNANDEZ FERNANDEZ,Mar-22,-74.140683497,4.677203446
,9,KR 100 22A 17,ESTHER VALENZUELA LINARES,Mar-22,-74.140606016,4.677265456
,9,CL 20C 100 90,ELSA BARAYA R,Mar-22,-74.142720157,4.6765513520001
,9,CL 18 99 40,JOSE LUIS TUSO CAFAM FONTIBON,Mar-22,-74.144225719,4.6738257760001
,9,CL 23F 96H 18,E BENAVIDES,Mar-22,-74.134706593,4.677284816
,9,CL 23 103A 47,DANIEL E HERNANDEZ,Mar-22,-74.140031724,4.6809396360001
,9,CL 19 103 13,M DE BENAVIDES,Mar-22,-74.144987184,4.6757200000001
,9,CL 23D 100 38,HERNANDO PERALTA CASTRO,Mar-22,-74.136823306,4.679911991
,9,CL 17 68 50,LUISA DE VELAZQUEZ,Mar-22,-74.116498872,4.6406299
,8,KR 69A 20 SUR 95,JAIRO DUARTE VASQUEZ,Mar-22,-74.131437236,4.6155513370001
,9,CL 19 69 86,ALPHATEX INDUSTRIAS TEXTILES ALPHA S.A,Mar-22,-74.119621333,4.6483486610001
,9,AK 97 20B 11,C P BLANCO,Mar-22,-74.14067848,4.673717281
,9,KR 103B 17 31 PI 3,S.A.S INVERSIONES RUIZ GARZON,Mar-22,-74.147418355,4.675233678
,8,CL 38D SUR 72Q 91,CARLOS VELAZQUEZ,Mar-22,-74.148982874,4.615266029
,9,CL 15A 69 90,SIKA ANDINA S.A SIKA ANDINA S.A,Mar-22,-74.122955519,4.6442423230001
,9,CL 17 69 95,SIKA ANDINA S.A SIKA ANDINA S.A,Mar-22,-74.12258821,4.6446912120001
,9,CL 17 97 32,SOCIEDAD ADMINISTRADORA HYNTIBA S.A.,Mar-22,-74.144106536,4.671130654
,9,CL 23D 110 01,ADOLFO VERGARA MONTA?EZ,Mar-22,-74.143131025,4.6864249020001
,8,CL 9A 69B 04,LEONILDE FRANCO PARDO,Mar-22,-74.127878949,4.634302516
,8,CL 34 SUR 71F 15,MARTHA ISABEL ROCHA GUZMAN,Mar-22,-74.139335364,4.6160326560001
,8,CL 38 SUR 86 05,ELIAS V RODRIGUEZ,Mar-22,-74.16321797,4.6345535
,8,CL 38 SUR 86 15 PI 1,ELIAS V RODRIGUEZ,Mar-22,-74.16323293,4.6345783090001
,8,KR 87H 5A SUR 15,MARCO T REINA,Mar-22,-74.161504888,4.64089884
,9,CL 20 68A 67,HENRIETTE FERTPUK TEJIDOS POLTEX,Mar-22,-74.113787435,4.64516064
,9,KR 120 17 30 PI 1,LUIS E MORENO,Mar-22,-74.157184726,4.685679436
